artist_familiarity,artist_hotness,duration,end_of_fade_in,key,loudness,release,song_hotness,start_of_fade_out,tempo,time_signature
0.612235271,0.385209427,389.19791,0.154,9,8.273,OutspokenPart1,0.265861049,380.918,125.992,4
0.417170428,0.272729378,249.02485,0.461,9,4.771,Deep2,0,239.984,127.267,1
0.36951674,0.315628274,234.52689,0.374,2,21.854,UnFuegoDeSangrePura:LosGaiterosdeSanJacintofromColombia,0.192264382,224.589,171.123,4
0.605880471,0.393660868,443.03628,0.132,7,6.519,Hystericool:TheBestoftheAlternateMixes,0,430.573,86.561,5
0.596834826,0.414609585,208.87465,0.142,7,10.484,BustOut,0,201.81,162.736,4
0.546310424,0.30991934,163.29098,0.332,5,9.627,DondeEstasCorazon,0,159.19,146.654,1
0.486974477,0.309813144,304.84853,0,5,5.508,LiveInSwingCity-Swingin'WithDuke,0.334706549,296.025,90.306,4
0.700679842,0.503362448,308.94975,2.345,7,14.178,SonsAndFascination/SisterFeelingsCall,0.474054831,289.21,139.402,3
0.520553746,0.355974359,190.64118,0.223,11,9.302,IfYouLoveMe,0.427446571,185.202,98.018,3
0.769896415,0.458293186,210.88608,2.194,6,5.152,LightningStrikesAgain,0.460541281,207.424,89.019,4
0.482148325,0.344198187,263.20934,0,10,7.68,Return,0,248.349,104.856,4
0.339444459,0.319182535,201.92608,0,1,9.917,StrictlyVocals2,0.215080319,194.223,150.024,4
0.844085061,0.71366982,237.13914,3.257,8,8.591,Lies/AppetiteForDestruction,0.719747141,229.767,156.65,1
0.822908534,0.572027854,277.002,0,10,4.678,Loyalty,0.345802234,266.565,167.878,4
0.505846145,0.366592713,198.81751,0.154,7,9.296,UpTheDose,0.473346541,187.484,133.912,1
0.251104742,0.119887622,203.02322,0.193,7,18.354,Gassenhauer,0.212045405,197.584,123.765,3
0.737437395,0.663686476,224.20853,0.822,2,9.528,TakingChances,0.443291312,198.983,77.977,3
0.424278927,0.29547099,219.29751,0.187,9,5.695,MeDizAmor,0,209.583,164.815,4
0.767768809,0.536219993,312.13669,2.368,9,7.207,Frogstomp,0.615699367,284.311,122.243,4
0.850728266,0.542054631,163.29098,0,7,5.084,LetTheDominoesFall,0.463489662,159.655,126.464,1
0.450779113,0.324672497,265.7171,1.064,5,10.284,CloserToIt!,0,254.491,193.84,7
0.555730918,0.352868134,145.55383,0,7,9.727,PunkInLondon,0.531722098,145.554,159.552,4
0.732571745,0.457981674,274.15465,0.107,1,6.016,BlackWomadChild,0.48456253,264.22,168.013,4
0.615504103,0.439836359,208.56118,6.478,5,7.877,DonLeopardo,0.304169503,208.561,121.91,4
0.665322162,0.394217199,108.40771,3.268,0,6.695,TheFirstTwoAlbums,0.637783286,102.806,131.078,4
0.506773968,0.379761784,312.65914,0.183,0,20.302,AfterOurs,0.532453875,300.472,103.077,3
0.807779928,0.486825413,144.03873,0.206,7,3.942,NeverSeenTheLightOfDay-DeluxeVersion,0.616433818,133.863,152.041,4
0.606011003,0.487202995,198.5824,0.328,9,6.129,DonnieMcClurkin...Again,0.457447167,191.803,143.986,4
0.518501273,0.383700579,176.56118,0.107,7,5.864,SameOldPlace,0.253834736,167.172,223.34,4
0.555765,0.376514231,191.63383,0,0,14.286,TheHollywoodCollection,0,185.69,65.852,4
0.498663649,0.32188269,177.6322,0.328,9,12.026,SelecaoDeOuroVol.2,0.247317099,168.629,85.7,3
0.421209147,0.294607893,451.44771,0.235,9,3.871,LaBonneHumeur,0.349166902,440.668,130.126,5
0.823910087,0.549749652,204.40771,2.148,3,2.192,ThisWillBeTheDeathOfUs,0.71839133,192.789,194.532,3
0.59994467,0.396800219,153.73016,0,9,2.679,OdetotheInverseoftheDude,0.379523324,140.73,95.11,4
0.569741152,0.412240601,243.53914,0.259,9,9.725,Love_Peace&Nappiness,0.408110884,235.915,93.174,4
0.56707373,0.431159805,388.0224,2.125,3,2.928,WhiteHeat,0.299877488,383.942,88.4,5
0.459810163,0.328997859,286.51057,0.432,9,8.096,Lookin'ForTrouble!,0.266955186,281.054,119.644,4
0.736677413,0.526182556,125.90975,0.302,11,9.96,JoinTheArmy,0.578658188,120.796,186.159,4
0.623130437,0.395247623,256.28689,0.177,10,10.872,JustToday,0,243.937,132.109,4
0.493926145,0.319626776,181.15873,0.12,6,13.991,IsraelHomecoming,0.270775999,173.912,139.23,4
0.747815369,0.459189195,128.80934,0,9,7.286,RiddimDriven:PowerCuts,0.239629098,126.595,125.618,4
0.638472268,0.373011673,217.02485,0,11,13.578,C'estDéjàÇa/Nickel,0.212045405,217.025,89.168,4
0.765141418,0.471493227,204.5122,0,9,5.286,PinkCrustaceansandGoodVibrations,0.540786009,202.176,220.104,3
0.539401205,0.384202939,206.57587,0,11,14.44,F.I.R.,0,191.199,122.041,3
0.372010879,0.285942679,222.24934,0.241,1,7.768,RaresfürBares2004,0,206.594,140.264,4
0.600195393,0.48818139,278.22975,0,1,10.486,LiveUp&Close,0.304169503,265.282,161.405,4
0.635087811,0.406508249,270.78485,8.789,2,9.057,ABriefHistory,0.270775999,270.785,128.298,1
0.494643265,0.201307558,318.79791,0,1,7.998,VoodooLoveInnaChampetaLand,0.199682753,303.642,186.121,5
0.833967972,0.576903816,265.63873,0,2,10.557,BloodSugarSexMagik,0.706430072,260.139,116.282,4
0.528527959,0.335677609,155.6371,0.357,1,6.618,Aux,0,148.706,173.357,4
0.698969925,0.486783025,208.32608,0.198,2,6.067,LongTimeComing,0.603030145,197.671,136.932,4
0.858270678,0.515325301,208.92689,0,9,6.61,PurpleHaze,0.505487343,203.697,115.139,5
0.624573379,0.43870167,242.59873,0,4,6.83,TheUnforgiven_V.2:AssistedSuicide,0,229.611,161.976,4
0.575532412,0.374530029,281.93914,0,9,6.199,LiveFromTheAmericanBallroom,0.460484845,279.133,151.493,4
0.674913858,0.479187492,228.98893,0.212,0,9.978,TheBestOfLittleFeat,0.270775999,212.172,97.342,4
0.506778928,0.328413738,252.78649,0,3,5.896,ColecciónDiamante:AlbertoCortez,0.334706549,245.923,91.008,5
0.738594499,0.467071006,195.29098,0,7,7.163,You'reAWoman_I'mAMachine,0.718485475,191.872,150.155,4
0.839275393,0.550762085,253.67465,0.158,2,7.442,ThePretender,0.49271364,241.795,150.83,3
0.726299713,0.466946703,277.99465,15.488,7,8.878,IntheAtticoftheUniverse,0.603024581,245.133,80.023,4
0.320855383,0.29127103,137.32526,0.439,0,10.997,Bach:OrganWorksVol.2,0.255832713,132.586,77.754,3
0.599133769,0.392994623,92.86485,0,2,23.519,Titus-OriginalMotionPictureSoundtrack,0.323112121,92.865,79.35,7
0.641525136,0.387181942,24.47628,0,11,13.816,TheBurbsLife,0,24.476,77.692,1
0.842972108,0.793412623,263.00036,0,11,13.163,WeSing.WeDance.WeStealThings.,0.610764004,254.984,62.894,1
0.606975737,0.386289651,211.06893,0.242,11,11.706,RewindSelecta:UpTempoCollectionVolume3,0,198.026,121.284,1
0.621825362,0.507962145,234.84036,0.185,6,13.762,ShockingOut,0,223.115,95.021,4
0.672680593,0.476389109,217.5473,0.213,4,7.996,FiveDollarBob'sMockCooterStew,0.536032112,211.145,158.517,4
0.431030787,0.333858125,252.62975,0,0,10.239,TheEarlyYears,0,227.091,153.642,4
0.642358176,0.409818411,406.38649,2.705,10,1.723,AthologyofChineseExperimentalMusic1992-2008,0.313562114,406.386,103.807,4
0.577232155,0.431448035,239.67302,0.345,11,3.593,7Latidos,0.392008771,233.146,99.995,4
0.454043995,0.421415103,294.68689,0,7,5.4,WhatYouThoughtYouHeard,0.552807662,277.734,151.805,4
0.614887588,0.377828215,136.98567,0,6,5.654,YouAndMe,0.618904418,130.525,154.211,3
0.5534682,0.429149837,158.45832,0.282,0,11.567,Laulujarakastamisenvaikeudesta,0.529214471,154.662,180.8,4
0.492669503,0.33137317,201.92608,0.195,4,4.736,TheProject,0.217726202,196.917,107.011,4
0.412410303,0.30283976,242.28526,0.189,0,12.384,ColeccionEstelardeSaborCumbia,0,224.299,88.343,4
0.510075541,0.397493835,243.90485,0.38,7,9.433,TheCity,0.649989756,227.927,122.623,3
0.725843499,0.601187378,250.74893,0.299,1,2.844,TheHungerForMore,0.579416472,241.075,85.366,4
0.733714696,0.459665457,263.65342,0.351,8,6.677,MarvinSapp,0.250042768,256.244,100.081,4
0.731065756,0.509878708,303.98649,0,7,8.311,SisterHazel,0.531983193,297.964,127.707,4
0.536336186,0.414609585,224.54812,0.328,7,8.815,RiseUp,0.233806829,215.179,146.02,4
0.479292219,0.299878259,191.73832,0,8,11.71,ReggaeGold1993,0.628125058,183.014,94.958,4
0.43402235,0.411650961,1519.28118,7.506,1,23.684,Illuminations,0,1506.412,88.329,3
0.741195239,0.395793546,256.31302,0,2,8.788,HelloMom!,0.768534891,247.769,205.972,4
0.582804694,0.448669074,184.65914,1.315,0,11.537,FeelLikeGoingHome:TheEssentialCharlieRich,0.212045405,170.237,119.963,1
0.858677442,0.618219159,180.81914,0,9,5.098,HowCouldHellBeAnyWorse?,0.592641203,171.479,121.805,4
0.46139436,0.32576718,159.81669,1.21,6,13.613,EasyDoesIt,0.265861049,153.658,117.298,4
0.843322339,0.554564302,257.01832,0.206,0,1.977,Pezcore,0.407233015,243.601,170.412,1
0.772272161,0.500119335,224.62649,3.355,6,5.627,AmerikazNightmare,0.662826893,207.128,103.433,4
0.517480572,0.43280431,157.33506,3.001,10,4.398,Dirlydirlydee,0,151.499,155.735,1
0.597702904,0.437735968,194.61179,0.386,0,7.683,DavidYGoliath,0.215080319,184.662,110.178,4
0.489537502,0.343389815,185.67791,2.177,3,23.771,JewelLake,0,173.383,106.117,4
0.609896793,0.479045991,160.57424,0.125,11,16.399,TheBestofMartyRobbins,0.304169503,155.394,83.053,3
0.705881777,0.491178954,244.32281,0,1,15.55,DailyOperation,0.609188864,239.444,95.301,4
0.399889943,0.276394576,216.47628,0,1,7.622,BabyWhy,0,212.939,154.356,4
0.434647101,0.333196089,214.7522,1.077,9,5.8,GrandWorld,0.22424324,206.768,124.22,4
0.687294463,0.517170481,217.10322,0,2,5.75,Monolithicbaby!,0.553166754,202.96,146.683,4
0.825805386,0.661382924,281.65179,0,1,6.89,FromTheMuddyBanksOfTheWishkah,0.54485592,273.386,105.826,4
0.475317891,0.366832713,216.78975,0,7,11.212,SoundNetworksEP,0.355285536,211.052,116.432,4
0.153605548,0.381467815,383.58159,0.271,10,5.378,SpacedInvader,0.256866156,376.163,128.022,4
0.552704814,0.387008322,78.05342,0.862,7,10.99,Flyin'TheFlannel,0.473346541,68.598,177.093,1
0.515729351,0.299088306,207.90812,0.165,2,4.613,RéchauffeL'hiver,0,204.405,111.95,4
0.797420741,0.536400011,256.20853,3.1,5,8.311,Amorica,0.755899158,247.025,163.204,4
0.845373304,0.534429714,254.09261,0.073,7,5.871,T.O.S.(TerminateOnSight),0.221756119,233.006,93.988,4
0.774798919,0.543958211,215.74485,0.154,11,6.81,CityOfBlack&White,0.642859589,208.132,151.936,4
0.492020054,0.323956948,245.99465,5.439,0,15.732,ClásicasDeClásico,0.237211368,233.779,83.905,5
0.567800601,0.37352717,113.73669,0.513,2,13.074,LeMepris,0,107.41,141.652,7
0.63259242,0.497690507,171.25832,0.242,5,6.652,UpToZion(PremierePerformancePlusTrack),0,160.908,88.947,3
0.67161064,0.421973968,508.02893,2.572,9,6.992,LeFunk,0,501.365,126.984,4
0.379173496,0.291498632,290.08934,0.272,5,9.344,Doyle'sBrunch,0,281.391,130.091,3
0.749876367,0.528302262,259.76118,0,5,10.175,FirstBandOnTheMoon,0.649675062,253.806,137.342,4
0.450340395,0.370027459,493.7922,0,7,9.535,LemonSoul,0,490.371,134.21,4
0.811092053,0.815681531,242.15465,0.09,6,3.38,TheBestOfBothWorlds,0.419125893,229.622,95.464,4
0.598985507,0.40411691,495.38567,0.479,9,5.085,MadWorld,0.277449368,486.859,140.013,4
0.672199944,0.466784212,193.64526,0.38,0,6.874,BlackMagic,0.334706549,180.048,211.986,4
0.576568766,0.412528052,208.14322,0,2,9.073,Icarus,0.394394856,198.966,78.134,4
0.320855383,0.29127103,499.51302,0.477,2,15.872,Bach:FavoriteOrganWorks,0.212045405,486.11,92.924,4
0.588932086,0.349366361,309.41995,0,9,7.183,LivingInADream,0.265861049,306.068,118.372,4
0.562597242,0.408955833,164.07465,0.168,1,21.511,Ain'tItGrandBoys:UnissuedGemsOfTheClancyBrothersWithTommyMakem,0,164.075,92.326,4
0.516873683,0.310600344,173.7922,0.458,10,15.661,LoveToTellStory-25Hymns,0,161.135,105.129,4
0.618692142,0.42272137,26.01751,0,2,13.276,TheShowdown:TheSugarhillGangVs.GrandmasterFlash&TheFuriousFive,0,26.018,109.135,1
0.767768809,0.536219993,191.9473,0.189,7,7.711,Frogstomp,0.664286934,191.947,97.643,4
0.648718577,0.508558252,265.97832,0.345,7,5.425,Sweetlife,0.215080319,250.392,150.116,4
0.703690572,0.529195922,207.98649,0.142,9,7.46,MermaidAvenue,0.413739836,192.784,119.066,4
0.42127454,0.42886311,250.14812,2.908,11,6.942,Kin-Burst9104,0.58222428,240.234,137.846,4
0.640971683,0.271664879,200.56771,0,1,5.041,MiltapeVol.1,0,200.568,199.747,4
0.711165787,0.466826993,343.562,3.158,4,11.947,RuidoBlanco,0.270775999,332.806,104.521,4
0.386383775,0.256350363,254.9024,2.142,8,13.242,PumpUpTheBhangra,0,234.823,98.824,4
0.58811765,0.378106965,131.94404,1.036,2,10.823,ZeigtHerEureFüsse,0,118.59,94.977,4
0.594832624,0.378649979,170.52689,4.394,5,17.169,InTheElectricMist,0,154.79,188.068,3
0.455371855,0.3138666,267.31057,0,7,3.545,GokuTamaRockCafe,0.212045405,267.311,170.003,4
0.690492032,0.458987258,205.08689,0.171,11,4.181,FromtheCornerTotheBlock,0.476248227,196.882,91.89,4
0.495066661,0.372179878,35.97016,0.374,8,20.026,IfYouLoveTheseBlues_Play'emAsYouPlease,0.324058699,33.576,106.269,1
0.627655167,0.352824194,248.81587,1.029,0,8.432,Immune,0.408110884,245.911,168.193,4
0.593496044,0.404897335,197.90322,0,5,14.23,Live!AtTheRoyalAlbertHall,0,192.261,167.477,3
0.640860156,0.32220637,443.68934,0,3,6.465,CircleOfDemons,0.405115722,443.689,100.331,7
0.605880471,0.393660868,337.71057,5.23,2,14.443,BossDrum(album),0.599660358,327.738,219.826,3
0.507862067,0.338846449,253.54404,0.144,2,14.233,TheRoadHome,0.57010593,235.462,177.841,4
0.567268549,0.387973346,130.61179,0.206,0,14.669,PhilSpector'sWallOfSoundRetrospectivePhilliesSound1961-1996,0.688504365,120.198,101.166,4
0.748104672,0.545975531,169.50812,2.479,8,14.338,TheGreatRock'N'RollSwindle,0.6061494,169.508,106.413,1
0.559278494,0.432011947,257.30567,0,7,14.173,PraiseHim...Live!,0,251.188,115.371,1
0.662250484,0.410053623,29.41342,0.194,3,15,MoreFire,0,29.413,170.781,1
0.461917431,0.360625671,225.33179,0.63,9,28.2,GuitarAdagios,0.334706549,204.608,150.784,3
0.941896455,0.598596745,232.202,0.495,1,4.165,TheBestDamnThing,0.927132546,223.126,138.364,1
0.433369111,0,914.02404,0,7,7.329,SomePeople,0,914.024,107.433,3
0.632242851,0.453435791,252.86485,0.346,3,10.468,Eveningland,0.47643522,241.993,123.997,4
0.605880471,0.393660868,247.53587,0.398,5,8.069,Heal(TheSeparation),0.265861049,235.294,110.04,4
0.63589871,0.530262813,194.97751,3.268,2,9.769,CaughtLive+5,0.38293509,185.94,91.453,4
0.561464646,0.423527585,238.28853,2.165,2,11.4,BestOfArturoSandoval,0.266955186,228.258,138.732,5
0.570418511,0.372378538,244.50567,0.205,2,13.311,WitchcraftDestroysMinds&ReapSouls,0.641771193,233.314,87.136,4
0.611771113,0.402054897,208.45669,0.514,3,14.445,Rock'NRollGumbo,0.565451012,204.614,96.874,4
0.589512634,0.38490225,238.41914,0.183,5,7.404,JeDisAime,0.619305881,229.198,123.81,5
0.588811881,0.382545795,234.57914,0.223,5,14.206,Laleggedeigangsters,0.212045405,220.77,42.106,4
0.439080215,0.332324178,456.61995,0,11,12.338,ManFromKinshasa,0,446.514,136.248,4
0.639883304,0.375494483,208.66567,0.171,0,7.705,ComunicaflowUnderground,0.511424326,193.567,120.064,4
0.427987492,0.273365751,431.93424,0,7,6.451,BakoloMboka,0.352232225,419.178,134.046,4
0.370215709,0.289970667,192.41751,0.26,7,17.307,JazzExpress-BossaNovaNights,0.377531645,174.126,129.591,4
0.578998679,0.390828596,171.4673,0.404,0,14.736,Wild_Cool&Swingin',0.215080319,165.796,84.496,5
0.929030287,0.750426551,296.95955,0,2,4.854,Absolution,0.776350976,287.672,128.134,4
0.520933079,0.206020372,235.04934,0.154,4,8.748,PreciousLittle,0.253834736,222.023,126.191,4
0.555985053,0.326848818,182.83057,0.247,9,14.755,HoldMeToIt,0.265861049,171.712,74.601,4
0.44104996,0.353000688,248.18893,0.293,7,6.427,FaithHealer,0.436904602,242.55,123.633,4
0.580910693,0.295117194,127.16363,0,1,21.177,TheM.T.A.,0.266955186,122.863,80.167,1
0.316517395,0.298271606,420.49261,0,9,15.655,AmILying?!,0.288481643,420.493,240.314,1
0.603382768,0.449423635,64.62649,0,6,3.985,DiebestenTagesindgezählt,0.367273416,64.626,90.148,4
0.486921796,0.370095929,220.15955,0.554,2,7.717,Rainie'sProclamation-NotYetAWoman,0.229144104,214.616,160.027,4
0.590131052,0.384549528,145.162,0.148,3,6.643,TheLoco-Motion,0.928367113,136.319,129.781,1
0.700679842,0.503362448,308.45342,0.108,1,9.503,SilverBox,0.239629098,303.554,103.637,1
0.720711058,0.522047955,421.95546,0,0,5.721,Jetstream,0.360370583,414.766,122.484,4
0.581082685,0.390023847,217.20771,0.305,6,4.272,OutHereAllNight,0,208.887,154.093,4
0.572500601,0.368054039,234.78812,0.328,10,8.032,GoodMorningJudge,0.494489518,234.788,146.569,4
0.473624124,0.364586575,233.92608,0.502,10,13.984,BigJoeRidesAgain,0,231.828,88.109,4
0.830252262,0.507965802,978.442,0,9,11.524,TheSkyMovesSideways(SpecialEdition),0.812029297,966.954,134.075,4
0.81592342,0.555138322,34.42893,0.177,8,12.088,Uni5:TheWorld'sEnemy,0.249065795,34.429,86.056,4
0.688003349,0.469340374,116.1922,0.107,7,27.369,RescueDawn,0.304169503,102.777,56.306,1
0.744007915,0.520049688,189.70077,0,6,12.1,5:55:00AM,0.819642711,177.046,119.683,3
0.619747147,0.40738683,399.882,3.663,3,10.648,LetTheWindBlowHigh,0.459127718,394.043,85.399,4
0.573039791,0.437866012,183.53587,0.296,0,6.601,DownByTheRiver,0.494489518,175.984,174.268,4
0.634226963,0.443708895,169.35138,0,0,14.073,HankWilson'sBack!,0.405115722,163.828,99.435,4
0.678008837,0.404039734,132.67546,0,3,19.814,EmeraldAether:ShapeShifting/ReconstructionsOfIrishMusic,0,128.151,105.218,4
0.552719818,0.371711094,123.24526,0.203,7,9.853,Lepassagerdelapluie(OriginalSoundtrack),0,119.176,88.967,3
0.480355425,0.353256679,245.02812,2.769,10,14.775,Herbst9vs.Z'ev-ThroughBleakLandscapes,0,232.815,91.695,3
0.732660312,0.458439468,257.69751,0.305,2,9.495,TheBestOfDelThaFunkeeHomosapien[TheElektraYears]:TheB-BoyHandbook,0.758973794,244.849,99.566,4
0.153605548,0.60725728,225.48853,0.345,6,4.947,TouchMySoul_Vol.23,0.563246899,221.931,106.919,4
0.540279892,0.34219231,133.3024,0.084,9,13.771,Scratchy:TheRepriseRecordings[IncludesLinerNotes],0.572920148,125.028,152.729,4
0.60773432,0.448452837,277.81179,0.09,11,5.431,ABizarreGardeningAccident,0.266955186,277.812,133.005,4
0.632008013,0.144684661,307.04281,0.302,0,17.337,Rio,0.652518217,294.371,157.582,4
0.776598968,0.490079584,200.75057,0.519,7,11.448,Bornoying,0.590951393,191.025,202.829,4
0.617787589,0.416644114,404.06159,0,2,4.462,Ritual-Live,0,404.062,120.25,3
0.712662163,0.430697046,80.53506,0,5,6.855,JoyfulRebellion,0.620923593,75.9,104.783,4
0.48221287,0.374531255,241.52771,0.386,11,6.01,ElvaFirst,0.345802234,229.204,121.968,4
0.491835959,0.389414014,207.46404,0.345,3,4.573,SayHowIFeel,0.576399981,198.374,117.973,1
0.654860822,0.45146606,307.722,0.13,0,8.392,HighTime,0.675696807,298.969,75.706,4
0.638590617,0.416019234,222.92853,0,11,7.123,TardeOTemprano,0.676548906,210.611,158.007,4
0.68320604,0.484876719,235.36281,0.456,9,12.767,A-sides_B-sidesandRarities,0.215080319,229.396,91.859,4
0.737437395,0.663686476,179.01669,3.442,3,14.403,DionChantePlamondon-CelineDionSingsTheSongsOfLucPlamondon,0.468997788,173.819,80.999,7
0.516873683,0.310600344,179.93098,3.094,2,16.334,SomebodyBiggerThanYouAndI,0,173.105,100.018,4
0.620041695,0.364975595,274.12853,0.258,3,5.912,SecondHandLife:TheDeluxeEdition,0.503381236,255.849,106.896,4
0.696450939,0.489149817,201.03791,7.297,4,4.65,CherryPie,0.800849691,198.177,177.152,4
0.338943092,0.235816028,120.16281,0,11,3.909,AlltÄrSkit_Jämt,0,120.163,194.53,4
0.590792957,0.394884438,107.83302,0.833,4,6.028,WhiteAfrican,0.592333567,102.464,217.289,1
0.562597242,0.408955833,113.78893,2.276,0,13.289,IRISHDRINKINGSONGS,0.476248227,109.552,105.852,1
0.383073612,0,1400.37179,0.146,0,8.792,AboutTime,0,1389.25,0,0
0.45660506,0.360744984,317.70077,8.963,10,15.968,FromConceptiontoBirth:ALifeUnfolds,0,313.481,110.1,4
0.787877691,0.543225521,211.40853,0.218,10,14.172,WindInTheWire,0.215080319,200.046,95.655,4
0.701521706,0.52431892,184.68526,0.67,2,4.768,Tonic,0.63874564,176.791,156.028,4
0.529794862,0.328236584,314.14812,0,10,5.853,SummerofaThousandYears,0,304.21,130.459,4
0.53813774,0.400387757,234.63138,0.212,9,5.343,ConLosPiesEnLaTierra,0.265861049,222.952,147.886,4
0.624274356,0.418741085,320.05179,0,2,5.647,Idem,0.619916274,316.668,173.652,4
0.414244229,0.287370035,252.682,2.328,5,12.239,TheOpenMindOfJohnD.Loudermilk,0.265861049,246.236,112.781,4
0.582460567,0.38479891,183.11791,0.125,7,13.881,TheBestofBobbieGentry:TheCapitolYears,0.555016409,176.448,101.577,4
0.546310424,0.30991934,189.57016,0.16,0,8.888,PídemeloTodo,0.236216271,184.442,98.063,4
0.735370102,0.61999595,188.96934,0,0,12.193,TheBestOfKennyRogers,0.345802234,171.508,174.785,4
0.561464646,0.423527585,266.60526,4.795,0,14.818,TrumpetEvolution,0.471971172,258.67,61.018,1
0.508421718,0.33581192,197.51138,0.469,6,5.173,Orphan,0.617365618,197.511,101.923,4
0.491123993,0.42027433,295.96689,0,7,7.632,LaVieD'IciBas,0.212045405,286.691,125.47,4
0.307211096,0.138639717,251.08853,0.374,9,8.173,LasMejoresGaitasVol.3,0.284457919,245.359,179.665,1
0.664690939,0.429261029,270.21016,0.142,9,7.284,Ladies'Choice,0,251.542,135.87,4
0.388494748,0.257649711,239.38567,0.618,11,11.601,Intromission,0,233.488,188.947,5
0.540279892,0.34219231,732.39465,0.356,9,11.252,Scratchy:TheRepriseRecordings[IncludesLinerNotes],0,722.808,119.649,5
0.739099282,0.471126715,354.79465,13.903,3,9.213,TheRedAlbum,0.650808775,345.536,98.763,4
0.366302895,0,259.73506,0.078,7,6.605,BarbaraLusch,0,252.5,92.215,1
0.55746022,0.386151631,211.01669,0,0,6.301,LePetitTrain(MixeMarkPlati),0,195.837,150.096,5
0.621825362,0.434930158,236.56444,0.421,0,9.881,FatisPresentsIniKamoze,0.240374589,236.564,165.111,4
0.606975737,0.386289651,192.15628,0,1,9.256,Ghetto-ology+Dub,0.215080319,186.59,161.721,4
0.73379894,0.544257506,235.65016,0.129,9,13.277,BluesAtSunrise,0.627363448,229.239,111.834,4
0.450852685,0.33238987,180.03546,0.2,3,19.24,TroubleInMind,0,174.829,153.765,4
0.787877691,0.543225521,187.53261,0.255,5,12.324,TrailOfMemories:TheRandyTravisAnthology,0.215080319,177.673,95.781,4
0.780866546,0.460456543,260.10077,0,2,5.852,SouthOfHell,0.467365631,260.101,200.004,4
0.580481348,0.412610819,263.67955,0.67,10,15.406,Differente,0.323112121,257.109,89.394,4
0.608018106,0.28552323,318.56281,0,1,5.414,AMusicalMassacre(Explicit),0.428702263,315.82,93.957,4
0.872536599,0.610731463,335.33342,0,2,5.763,ALittleSouthOfSanity,0.415049772,335.333,76.096,1
0.330139597,0.249127455,288.33914,0.368,10,12.565,TheBestOfReneTouzet(HisPianoandOrchestra),0,283.202,112.067,4
0.71368625,0.468604581,197.56363,0.206,4,12.473,Free-LiveAtTheBBC,0.215080319,193.242,114.168,1
0.248503726,0.243085349,200.75057,0.369,8,14.179,Let'sMakeChristmasEveryDay,0,195.239,134.857,4
0.587466437,0.485198263,356.54485,0.166,2,10.06,LittleMan,0,348.775,129.277,4
0.597220853,0.41160858,212.89751,0.305,2,6.986,BuddyJewell,0.79080308,200.133,147.928,4
0.42054585,0.313569343,157.46567,0,4,12.972,MisBoleros,0,154.297,84.273,1
0.484546205,0,337.24036,0,8,4.786,ClosertoGod,0.215080319,321.01,94.069,4
0.401327986,0.288578616,52.76689,0.159,1,26.343,TheRoadFromConnemara,0,46.957,224.471,1
0.694983409,0.429780286,262.37342,2.188,10,11.291,ColoresSantos,0.437036204,262.373,129.047,4
0.632784245,0.320059113,159.05914,3.796,2,8.383,L.A.Explosion,0.345802234,147.847,162.954,1
0.561976087,0.364776171,232.75057,0.131,0,4.045,WorldUpsideDown,0.599660358,227.701,127.974,3
0.68320604,0.484876719,205.66159,0.734,2,7.119,100%Colombian,0.232940848,189.266,94.082,4
0.353135576,0.300743186,180.6624,0,0,10.527,AnEraReborn,0.268189797,180.662,135.238,4
0.510937258,0.312127027,235.4673,2.101,6,9.087,Turbocharger,0.237526778,230.58,100.009,4
0.804523521,0.586433379,180.13995,2.606,10,4.422,TheNeverEndingWhy,0.716114471,175.514,121.354,3
0.929030287,0.750426551,258.42893,2.107,5,8.895,TheResistance,0.931346488,248.047,121.071,3
0.74151813,0.52041211,399.33342,0,8,9.219,TheMix(2009DigitalRemaster),0.368413733,386.078,127.984,4
0.498414133,0.326008873,214.90893,0.217,9,10.846,StrictlyTheBestVol.18,0,202.188,88.897,4
0.601245988,0.461026521,264.07138,0.334,2,5.202,VoiceFromHome,0.265861049,245.354,162.002,4
0.426882762,0.333303418,162.06322,0,1,12.37,WhenAllGod'sSingersGetHome,0,162.063,110.167,4
0.561131213,0.554291489,143.64689,0.171,7,11.661,PunkInDrublic,0.652878392,136.638,156.079,1
0.597281478,0.39846996,71.99302,0,8,28.475,EmptyTheBonesOfYou,0.611302923,61.597,97.845,4
0.687023631,0.475085634,189.57016,0.496,1,3.492,CarnivalOfChaos,0.474054831,189.57,169.237,4
0.782984211,0.675117719,212.92363,0.27,2,5.429,Tri-polar(Edited),0.671756386,203.395,209.739,4
0.759912526,0.673207275,160.93995,0.131,1,8.758,Genius+Soul=Jazz,0.439202489,156.653,88.745,3
0.518337026,0.335335108,165.40689,6.751,0,12.987,SacredCow,0.375984302,156.723,147.508,4
0.448025346,0.393622172,743.36608,0.425,9,16.389,SedonaSuite,0.265861049,724.677,134.491,3
0.774037142,0.521726648,171.10159,0,0,6.176,ElSatánicoDr.Cadillac,0.43483809,167.729,115.737,5
0.510993042,0.379222861,217.10322,0,4,14.031,I'mGonnaBeDeadSomeday,0.299877488,210.321,105.006,5
0.566747968,0.312220843,253.41342,0.159,10,6.033,Mista,0.265861049,242.91,90.882,4
0.772172543,0.487406994,222.27546,0,11,6.338,StingsofConscience,0.556160464,222.275,160.783,4
